qa_id,question_title,question_body,question_user_name,question_user_page,answer,answer_user_name,answer_user_page,url,category,host,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written
6323,how can I create data table component by Polymer,"How can I make a data table component by using polymer,
This data table component have feature like datatables.net , ng-grid, ng-table does.

Thanks 
",nvcken,https://stackoverflow.com/users/2082948,"It might be good to start from an example like aha-table. It has several good examples of how to use polymer's expressions to do something dynamic like a datagrid. Other examples may be found on CustomElements.io.
",ahenager,https://stackoverflow.com/users/3794448,http://stackoverflow.com/questions/24501456/how-can-i-create-data-table-component-by-polymer,STACKOVERFLOW,stackoverflow.com,1.0,0.8888888888888888,0.0,1.0,0.6666666666666666,1.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.7777777777777778,0.8888888888888888,0.5555555555555556,1.0,1.0,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.0
6324,"Java - Is the Point class's hashCode() method any good, or should I override it and write my own?","Is there any way to actually see the source code of standard java classes by the way? I'm making a hash table of points (HashSet&lt;Point&gt;) and I want to make sure that it will hash well, but I can't see what Point's hashCode() method actually looks like, so I don't know how good it really is. Can anyone help me? Should I override it? And if so, is there an easy way to do this without creating a whole new java file/class?
",Tim,https://stackoverflow.com/users/831923,"Go to this link and search for Java SE 6 JDK Source Code.  Download the source and read it for yourself.  I doubt you'll do better but it's good to be skeptical.
",Amir Afghani,https://stackoverflow.com/users/104950,http://stackoverflow.com/questions/9251961/java-is-the-point-classs-hashcode-method-any-good-or-should-i-override-it,STACKOVERFLOW,stackoverflow.com,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.6666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.0,0.0,1.0
6326,glsl demo suggestions?,"In a lot of places I interviewed recently, I have been asked many a times if I have worked with shaders. Even though, I have read and understand the pipeline, the answer to that question has been no. Recently, one of the places asked me if I can send them a sample of 'something' that is ""visually polished"".

So, I decided to take the plunge and wrote some simple shader in GLSL(with opengl).I now have a basic setup where I can use vbos with glsl shaders.

I have a very short window left to send something to them and I was wondering if someone  with experience, could suggest an idea that is interesting enough to grab someone's attention.

Thanks
",brainydexter,https://gamedev.stackexchange.com/users/4638,"Actually making this work is way out of my depth (and it's DX11 and not OpenGL) but I found this article on Bokeh and DOF effects fascinating, and the results look really good :

How To Fake Bokeh (And Make It Look Pretty Good)

There's a follow-up here too if you're interested.

Another suggestion would be a good HDR tone-mapping algorithm, for example from Uncharted 2's John Hable's blog.
",Bethor,https://gamedev.stackexchange.com/users/4897,http://gamedev.stackexchange.com/questions/8654/glsl-demo-suggestions,TECHNOLOGY,gamedev.stackexchange.com,0.8888888888888888,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.6666666666666666,0.5333333333333333,0.0,0.0,0.6666666666666666,0.8888888888888888
6327,Important non-technical course for programmers?,"What kind of non-technical training course do you suggest for a programmer? Example could be public speaking course, presentation skill, English, business writing, or anything not related to programming or software engineering itself.
",Louis Rhys,https://programmers.stackexchange.com/users/8486,"Personality Testing and Profiling

Understanding personalities, tendencies, and chemistry is important. It can help you understand how to be more productive individually and as a team.

Read more:

http://en.wikipedia.org/wiki/Personality_test

Myers-Briggs Type Indicator

Keirsey Temperament Sorter

DISC Profiles
",DesignerGuy,https://programmers.stackexchange.com/users/11927,http://programmers.stackexchange.com/questions/31567/important-non-technical-course-for-programmers,TECHNOLOGY,programmers.stackexchange.com,0.8888888888888888,0.7777777777777778,0.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.7777777777777778,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.7333333333333333,0.0,0.0,0.6666666666666666,0.8888888888888888
6328,What is best practice for UX surveys of a mobile application?,"I developed an Android application and I want to make a survey/questionaire about the usability, user interface, user experience etc. of my application to get some feedback from users. But I don't know which kind of questions to ask...

I would like to know If there are some links/tools/books that can help me.
",amp,https://ux.stackexchange.com/users/14201,"Well, the ideal way to discover usability issues with with in-person user testing, so if you think you could arrange a session with, say, five or six participants, that would be best. You can get much, much richer data that way - some usability issues are very difficult to capture by Q&amp;A.

Still, questionnaires aren't useless - though they will be affected by response bias (as well as self-reporting issues, memory biases and 'response acquiescence', where participants will tend to agree with statement questions). What sorts of questions you ask will depend on the kind of application you're talking about, and issues you already expect to see, but some starting points are:


Did you always feel like you knew what to do and where to click?
Did you ever do something and got an unexpected result?
Did you feel you could trust the application and the organization behind it?
Did you find the application attractive?
Did this application act and feel like other, more familiar applications?
How quickly could you get what you wanted with this application?


As for designing the questionnaire, you might be interested in this article by Nokia on mobile questionnaires for smartphone apps.
",Jimmy Breck-McKye,https://ux.stackexchange.com/users/6117,http://ux.stackexchange.com/questions/22548/what-is-best-practice-for-ux-surveys-of-a-mobile-application,TECHNOLOGY,ux.stackexchange.com,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.0,0.6666666666666666
6330,Connect to Microsoft Access database via Microsoft SQL Server / MySQL,"A client has an Microsoft Access database where they save their products.
To access the database now you have to login via VPN and open Microsoft Office Access.
I need to access this database from a PHP script running on another server.

I've done some research and found that it's not possible to connect to an Access database like a MySQL database.
So what I wonder is if it may be possible to set up an Microsoft SQL Server on the same server that uses the Microsoft Access database. So I can connect to the Microsoft SQL Server with the PHP script. Or if it's possible MySQL.

They are running Microsoft Windows Server 2008 and Microsoft Office Access 2003.
",Patrik,https://dba.stackexchange.com/users/27985,"An access database is not a server, it's just a file.  To access it, your server will need access to the filesystem on which it resides.  Or, if you want to set up an SQL server on the same machine as the access database, it will still need access to the folder in which the file is stored.  

A user logged into a VPN may not have the same drive mappings or file system permissions as a server process running on the same machine, so you will need to reflect this in the path to the file you use in the code.
",david25272,https://dba.stackexchange.com/users/28034,http://dba.stackexchange.com/questions/49492/connect-to-microsoft-access-database-via-microsoft-sql-server-mysql,TECHNOLOGY,dba.stackexchange.com,0.6666666666666666,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.0,0.5,0.6666666666666666
6333,Is it possible to setup a web tab in Salesforce which will go to this KB without needing to login using username and password?,"We have a Web KB that is built in PHP.  Is it possible to setup a web tab in Salesforce which will go to this KB without needing to login using username and password?

I initially thought that SAML may help and that I can use salesforce as identity provider.  However,  the Service Provider PHPKB does not support SAML.

I am thinking of getting session ID from salesforce and pass it to KB for autohentincation.

However, I don't know how to do it. just a theory
",user5380,https://salesforce.stackexchange.com/users/5380,"There are multiple approaches possible depending on what level of configurability/ code access you have on the PHP side and how you want to integrate with Salesforce.


There's a PHP Toolkit for Force.com which supports multiple authentication schemes including LDAP, Radius, Active Directory etc. This link provides a good tutorial on how to deal with auth part when integrating an external PHP app with Salesforce.
There's also an option to use Force.com Canvas for your external PHP applications. Canvas apps usually authenticate via either oAuth or signed requests. You can read more about it here.


If you have tried these and are facing any issues, please let me know and I may be able to help further.
",Gaurav Kheterpal,https://salesforce.stackexchange.com/users/10881,http://salesforce.stackexchange.com/questions/24595/is-it-possible-to-setup-a-web-tab-in-salesforce-which-will-go-to-this-kb-without,TECHNOLOGY,salesforce.stackexchange.com,1.0,0.5555555555555556,0.0,0.3333333333333333,1.0,1.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8888888888888888,1.0,0.6666666666666666,1.0,1.0,0.8666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0
6335,Adding slides to previous section - Beamer,"My presentation is consisted of 4 consecutive slides. I want to divide them in 2 sections. My code:

    \documentclass{beamer}
            \mode&lt;presentation&gt;
                    {\usetheme{Frankfurt}
                     \usecolortheme{lily}
                     \usefonttheme{professionalfonts}}
    \usepackage[english]{babel}
    \beamertemplatenavigationsymbolsempty
    \setbeamerfont{page number in head/foot}{size=\tiny}
    \setbeamertemplate{footline}[frame number]

    \begin{document}

    \section{Numerical examples}
    \begin{frame}
    Example 1
    \end{frame}

    \section{Results}
    \begin{frame}
    Results 1
    \end{frame}

    \section{Numerical examples}
    \begin{frame}
    Example 2
    \end{frame}

    \section{Results}
    \begin{frame}
    Results 2
    \end{frame}

    \end{document}


I have something like this:



Because they have the same names, I would like to achieve the following results:



How can I add slide to the previous section?
",LiN,https://tex.stackexchange.com/users/59937,"USe only two \section command and also the possibility of a title for the frame:

\documentclass{beamer}
\usetheme{Frankfurt}
\usecolortheme{lily}
\usefonttheme{professionalfonts}
\usepackage[english]{babel}
\beamertemplatenavigationsymbolsempty
\setbeamerfont{page number in head/foot}{size=\tiny}
setbeamertemplate{footline}[frame number]

\begin{document}

    \section{Numerical examples}
    \begin{frame}
    Example 1
    \end{frame}

    \begin{frame}{Results}
    Results 1
    \end{frame}

    \section{Numerical examples}
    \begin{frame}
    Example 2
    \end{frame}

    \begin{frame}{Results}
    Results 2
    \end{frame}

\end{document}

",Herbert,https://tex.stackexchange.com/users/2478,http://tex.stackexchange.com/questions/194003/adding-slides-to-previous-section-beamer,TECHNOLOGY,tex.stackexchange.com,0.8333333333333334,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,1.0,0.8,1.0,0.0,0.0,0.8333333333333334
6337,How does Yuka stealing Narumi's Alice take away his ability to love?,"In Gakuen Alice, Yuka Azumi stole Narumi's Alice when she was running away. Consequently, he lost all ability to love her or anyone else. How does this work?
",kuwaly,https://anime.stackexchange.com/users/93,"When Narumi used his pheromones, to make her love him. That made her loosing control of her Alice, which had the result that not only Narumi's Alice is stolen, but his love-feelings, too. It seems that the Pheromone-Alice is connected to the emotions, and an out-of-control-steeling-Alice steels more than it's supposed to. If Yuka had retained control, Narumi would still have his emotion.
",looper,https://anime.stackexchange.com/users/122,http://anime.stackexchange.com/questions/2084/how-does-yuka-stealing-narumis-alice-take-away-his-ability-to-love,CULTURE,anime.stackexchange.com,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,1.0,0.7777777777777778
6338,Prove that a primitive root of $p^2$ is also a primitive root of $p^n$ for $n>1$.,"
  For an odd prime, prove that a primitive root of $p^2$ is also a primitive root of $p^n$ for $n&gt;1$.  


I have proved the other way round that any primitive root of $p^n$ is also a primitive root of $p$ but I have not been able to solve this one. I have tried the usual things that is I have assumed the contrary that there does not exist the primitive root following the above condition and then proceeded but couldn't solve it.
Please help.
",justice league,https://math.stackexchange.com/users/39323,"We know from here, if $ord_pa=d, ord_{(p^2)}a= d$ or $pd$

If $a$ is a primitive root $\pmod {p^2}, ord_{(p^2)}a=\phi(p^2)=p(p-1)$ 

Then $ord_pa$ can be $p-1$ or $p(p-1)$

But as $ord_pa&lt;p, ord_pa$ must be $p-1=\phi(p)\implies a$ is a primitive root $\pmod p$

Again from here, $$ord_{(p^s)}(a)=d, ord_{p^{(s+1)}}(a)=pd,\text{ then } ord_{p^{(s+2)}}(a)=p^2d$$

So, as $ord_pa=p-1,ord_{(p^2)}a=p(p-1); ord_{(p^3)}a$ will be $p\cdot p(p-1)=\phi(p^3)$

Again as,  $ord_{(p^2)}a=p(p-1) ord_{(p^3)}a=p\cdot p(p-1);ord_{(p^4)}a$ will be $p\cdot p^2(p-1)=\phi(p^4)$
",lab bhattacharjee,https://math.stackexchange.com/users/33337,http://math.stackexchange.com/questions/332760/prove-that-a-primitive-root-of-p2-is-also-a-primitive-root-of-pn-for-n1,SCIENCE,math.stackexchange.com,0.8888888888888888,0.5555555555555556,0.0,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.7777777777777778,1.0,0.7777777777777778,1.0,1.0,0.9333333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8888888888888888
6339,Should I block bots from my site and why?,"My logs are full of bot visitors, often from Eastern Europe and China.
The bots are identified as Ahrefs, Seznam, LSSRocketCrawler, Yandex, Sogou and so on.
Should I block these bots from my site and why?

Which ones have a legitimate purpose in increasing traffic to my site?
Many of them are SEO.

I have to say I see less traffic if anything since the bots have arrived in large numbers.

It would not be too hard to block these since they all admit in their User Agent that they are bots.
",Frank E,https://webmasters.stackexchange.com/users/21198,"While attempting to block bots can help in free up resources and clean up your logs it’s important to note that robots.txt and even using the meta tag on pages noindex does not actually stop bots visiting your site. They can still crawl your site occasionally to see if the denied from robots has been removed. A lot of bots don’t even use a user agent and will use a standard user agent. The bots I’m referring to are typically SEO harvesting bots that scan for backlinks and not the general ones you find from search engines. 

Rather than blocking the bots you should just factor in these bots when counting up your visitors, after a while of actively monitoring your site your establish a rough figure which are bots. Most people care about unique visits and this rules out the bots since they are constantly returning. In this day and age there are plenty of servers, shared hosting that can handle these bots so other than pages that you don’t want indexed I see no reason why to block these types of bots. Of course you have harmful bots as well but these certainly won’t use user agent ;).

Personally I believe blocking robots is a waste of time as they don’t use that much resources at all, SEO robots can help as they list your site on PR0 pages which of course increases your PageRank and there automated so you won’t get punished by them. 

Logs Issue

You should use a proper log viewer that enables you to filter out certain requests, this makes it easier when reviewing your logs. Good viewers can filter out lots of things like normal visits, 404s' and so forth.
",Simon Hayter,https://webmasters.stackexchange.com/users/20604,http://webmasters.stackexchange.com/questions/42169/should-i-block-bots-from-my-site-and-why,TECHNOLOGY,webmasters.stackexchange.com,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.4444444444444444,0.4444444444444444,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.9333333333333332,0.0,0.0,1.0,1.0
6341,"Why Do People ""Pre-empt"" With Seven Of A Suit In Bridge?","One advantage of a ""pre-empt"" is quite clear: You take two levels of bidding away from your opponents with a ""three"" bid. But could that be cutting off your nose to spite your face?

Recently, I had something like KQxxxxx, and a side queen (I forget how the other suits were distributed but was told it didn't matter). My partner was disappointed I didn't ""preempt"" (in ""third"" seat). My response was ""with seven points?""

My understanding is that people often bid three of a suit with seven cards and this little. Sometimes even less, particularly when non-vulnerable vs. vulnerable. In its extreme version, the mantra is ""with any seven (suited) cards.""

Isn't this risky? What if we're doubled and only make three or four tricks?
",Tom Au,https://boardgames.stackexchange.com/users/1344,"Originally (when Culbertson and others first studied Contract Bridge), the rule was ""Seven cards and an outside Ace"". With that and even a semi-reasonable dummy, you can usually make your contract, if left in it.

But a little more study revealed that the hands you don't make are usually the ones where the opponents have an easy game/slam and, more importantly, starting at the three-level often makes it impossible for them to find the right contract, even if they do bid. Too valuable to restrict: cutting the outside Ace down to a King or Queen reduces the chance of making your contract, but offers much greater scope to interfere with the opponents, so reducing their score at the risk of a small penalty to you.
",TimLymington,https://boardgames.stackexchange.com/users/1644,http://boardgames.stackexchange.com/questions/3669/why-do-people-pre-empt-with-seven-of-a-suit-in-bridge,CULTURE,boardgames.stackexchange.com,0.7777777777777778,0.7777777777777778,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,1.0,0.6666666666666666,1.0,1.0,0.8666666666666666,0.0,0.0,1.0,0.7777777777777778
6342,SSD Drive - external vs Internal,"I have 2 computers, a faster iMac at work (i5) and an old macbook (C2DUO 2.0Ghz) at home.

The macbook at home has a SSD drive in it, I upgraded it and it's performance is really great.

Now I was wondering, instead of having to my macbook to work everyday, would be worth it to take the SSD out and boot into it from an external case?? This way I only need to take the drive and just plug it in.

I only have an uSB2 case.
",Jeff Kranenburg,https://superuser.com/users/151055,"Yes, you can do it. Depending on the quirks of OS/X you may need to different OS installations on the SSD. That would be slightly more space using, but not a real problem.

However USB2 is slow. Sequential transfer rates via the USB2 bus are about 35MB/second, way slows than a HDD or a SSD.  You would gain some performance gain on random IOs, but I expect the nett result to be a lot slower.

Now if you can replace the external USB casing with something faster (e.g. eSATA or thunderbolt) then: Yes, it will work and be a lot faster.
",Hennes,https://superuser.com/users/121352,http://superuser.com/questions/531584,TECHNOLOGY,superuser.com,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.8888888888888888,0.6666666666666666,1.0,1.0,0.8,0.3333333333333333,0.0,0.3333333333333333,0.8888888888888888
6343,Swift project using PHP web service,"I was hoping for someone to review my current project, which was created in Swift and uses a PHP web service. I'm not worried about UI elements, as this is just a 'test' project, but I'm concerned about two things: using the best practices and security. I'm concerned that the SQL query is not safe, among other things.

user.swift

import Foundation

class User: NSObject {

    var firstName: String?
    var lastName: String?
    var username: String
    var password: String
    var email: String?

    var recievedJSON: NSMutableData = NSMutableData()
    var userData: [[String: String]]!

    var verified: Bool = false

    required init(username: String, password: String) {
        self.username = username
        self.password = password
    }

    init(firstName: String, lastName: String, username: String, password: String, email: String) {
        self.firstName = firstName
        self.lastName = lastName
        self.username = username
        self.password = password
        self.email = email
    }

    func attemptRegister() {
        var variables: [String] = [""firstname="" + self.firstName! + ""&amp;""]
        variables.append(""lastname="" + self.lastName! + ""&amp;"")
        variables.append(""username="" + self.username + ""&amp;"")
        variables.append(""password="" + self.password + ""&amp;"")
        variables.append(""email="" + self.email!)
        request(""https://codekaufman.com/register.php"", variables: variables)
    }

    func attemptSignIn() {
        var variables: [String] = [""username="" + self.username + ""&amp;""]
        variables.append(""password="" + self.password)
        request(""https://codekaufman.com/login.php"", variables: variables)
        println(""Attempting sign-in..."")
    }

    private func request(urlPath: String, variables: [String]?) {
        var url: NSURL = NSURL(string: urlPath)!
        var request: NSMutableURLRequest = NSMutableURLRequest(URL: url)

        if(variables != nil) {
            request.HTTPMethod = ""POST""

            var bodyData: NSString = """"
            for item in variables! {
                bodyData = bodyData + NSString(string: item)
            }

            request.HTTPBody = bodyData.dataUsingEncoding(NSUTF8StringEncoding)
        }

        var connection: NSURLConnection = NSURLConnection(request: request, delegate: self, startImmediately: false)!
        connection.start()
        println(""Connection started."")
    }

    func connection(connection: NSURLConnection!, didReceiveData data: NSData!){
        self.recievedJSON.appendData(data)
        println(""Data recieved."")
    }

    func connectionDidFinishLoading(connection: NSURLConnection!) {
        userData = parseJSON(recievedJSON)

        if(userData != nil) {
            println(""Data recieved:"")
            println(userData[0])
        } else {
            println(""No data recieved."")
        }

    }

    func parseJSON(inputData: NSData) -&gt; [[String: String]]? {
        var error: NSError?
        var userData: [[String: String]]!
        userData = NSJSONSerialization.JSONObjectWithData(inputData, options: NSJSONReadingOptions.MutableContainers, error: &amp;error) as? [[String: String]]

        if (userData != nil) {
            println(""NSData had data, printing and returning."")
            println(userData)
            return userData
        } else {
            println(""NSData empty, returning nil."")
            return nil
        }
    }

}


register.php

&lt;?php

error_reporting(E_ALL);
ini_set('display errors', 1);

// Don't worry about this, I'm aware of the security issue. :)
$username = '';
$password = '';

try {
    $dbh = new PDO('mysql:host=localhost; dbname=codeggdj_users', $username, $password);
    $dbh-&gt;setAttribute(PDO::ATTR_ERRMODE, PDO::ERRMODE_EXCEPTION);

    $recievedUsername = $_POST['username'];
    $recievedPassword = password_hash($_POST['password'], PASSWORD_BCRYPT);
    $recievedFirstName = $_POST['firstname'];
    $recievedLastName = $_POST['lastname'];

    $sth = $dbh-&gt;prepare(""INSERT INTO users (username, password, first_name, last_name) VALUES (?, ?, ?, ?)"");
    $sth-&gt;execute([$recievedUsername, $recievedPassword, $recievedFirstName, $recievedLastName]);
} catch(PDOException $e) {
    echo $e-&gt;getMessage();
}

?&gt;


login.php

&lt;?php

error_reporting(E_ALL);
ini_set('display errors', 1);

// Don't worry about this, I'm aware of the security issue. :)
$username = '';
$password = '';

try {
    $dbh = new PDO('mysql:host=localhost; dbname=codeggdj_users', $username, $password);
    $dbh-&gt;setAttribute(PDO::ATTR_ERRMODE, PDO::ERRMODE_EXCEPTION);

    $recievedUsername = $_POST['username'];
    $recievedPassword = $_POST['password'];

    $sth = $dbh-&gt;prepare('SELECT password FROM users WHERE username = ?');
    $sth-&gt;execute([$recievedUsername]);

    if($sth-&gt;rowCount()) {
       $row = $sth-&gt;fetch(PDO::FETCH_OBJ);

       if(password_verify($recievedPassword, $row-&gt;password)) {
           $sth = $dbh-&gt;prepare('SELECT id, username, first_name, last_name FROM users WHERE username = ?');
           $sth-&gt;execute([$recievedUsername]);

           echo json_encode($row = $sth-&gt;fetchAll(PDO::FETCH_ASSOC));
       } else {
           echo 'Incorrect Password';
       }
    } else {
       echo 'Incorrect Username';
    }

} catch(PDOException $e) {
    echo $e-&gt;getMessage();
}

?&gt;

",Jeffrey,https://codereview.stackexchange.com/users/61707,"
  I'm concerned that the SQL query is not safe, among other things.


Well, you're right to be concerned.  I don't know much about PHP (basically nothing), so I'll let someone who does know about PHP comment about that half of your code.

But from the Swift end, we're passing the password as plaintext.  We really shouldn't be doing this.  When we send passwords over any sort of networking request, the password should be encrypted in some way.  MD5 is a common approach.  I'm not a safety expert and couldn't say one way or the other whether or not MD5 is still appropriate or not, but anything is better than passing completely unencrypted passwords.



func attemptRegister() {
    var variables: [String] = [""firstname="" + self.firstName! + ""&amp;""]
    variables.append(""lastname="" + self.lastName! + ""&amp;"")
    variables.append(""username="" + self.username + ""&amp;"")
    variables.append(""password="" + self.password + ""&amp;"")
    variables.append(""email="" + self.email!)
    request(""https://codekaufman.com/register.php"", variables: variables)
}


This method will crash every time it's call and one of your optional properties is nil.

If these properties truly are optional, then we need to optionally unwrap them:

if let email = self.email {
    variables.append(""email="" + email)
}


And moreover, appending the &amp; to the end of each of these variables here seems really contrived.

Moreover, why do we need to build the array here and pass it into another method... when the array is built of nothing more than instance variables that the other method has access to?

To be honest, if this is me, I think I completely rethink and restructure this class.  You call this class User, but it's nothing more than a utility for signing in or registering with your service.  How usable is this object after the user has either signed in or registered?  And should we REALLY be storing a password for as long as this object is kept around?

Realistically, our username/password (and in the case of registering, the other information) should be passed to a function, even if it's a class function of the user class.  As soon as we send the information to the web service, we should forget about it within the app.  

And then, assuming a successful response from the web service, our User class should be instantiated with the information about this user that our app actually needs to use.  A userid?  Display name, profile picture, etc?  These are the things our User class should keep as instance variables--the information that our application needs AFTER the user has successfully signed in or registered.  And we definitely should not be hanging on to information we need for signing in or registering (except any of this information that is also information that our app needs to function).



This bit of code by the way is a little redundant:

if (userData != nil) {
    println(""NSData had data, printing and returning."")
    println(userData)
    return userData
} else {
    println(""NSData empty, returning nil."")
    return nil
}


The only reason to actually split this into an if/else is because you want to print this stuff out for diagnostic reasons.  But realistically, in the final version of your app, you won't want to print this stuff out... and as such, the if/else could be eliminated.

As such, I'd rewrite this section as:

#if DEBUG
    if (userData != nil) {
        println(""NSData had data, printing and returning."")
        println(userData)
    } else {
        println(""NSData empty, returning nil."")
    }
#endif

return userData


We don't need to return a literal nil when userData is nil.  If userData is nil, then the statement return userData will already return nil for us!
",nhgrif,https://codereview.stackexchange.com/users/36366,http://codereview.stackexchange.com/questions/74732/swift-project-using-php-web-service,TECHNOLOGY,codereview.stackexchange.com,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5555555555555556,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.6666666666666667,1.0,0.0,0.0,0.8888888888888888
6344,What is meant by Engine Life Factor(ELF). Should I consider it while buying a vehicle? If so why is it not widely quoted?,"The term Engine life factor going by the name suggests that higher the value more is the life of the engine. If so why doesn't companies specify this as a part of their standard specifications?
",BraveNinja,https://mechanics.stackexchange.com/users/4192,"ELF or Engine Life Factor is a calculated number:


ELF = 100,000/Max RPM x CR 
where: RPM = Revs per minute and CR = Compression ratio


It is supposed to indicate the longevity of an engine by reducing the ""number"" by how fast the engine is able to run and what its numerical compression ratio.

I see some major flaws in this thinking. 

First, it doesn't take into account how the engine is built. For instance, the difference between a turbo charged engine and a normally aspirated engine. In order to get the performance out of a purpose built turbo charged engine, you lower the compression ratio to allow the turbo to produce more boost with less fear of pre-detonation. This allows for great HP output with out the damaging affects of the dread ""knock"". Yet, a turbo charged engine will absorb a greater amount of abuse. You can usually bet the turbo engine would not last as long as a normally aspirated one. 

Second, this also does not take into account maintenance of an engine. An owner which takes care of a car's engine by utilizes premium filters and lubricants, performs all maintenance on-time, and doesn't abuse his vehicle can expect the engine to last an exceedingly longer time than someone who doesn't perform the same maintenance regime and abuses it. This major factor is nowhere factored into this equation (with no real way to do it either). (NOTE: I'm sure I could come up with more reasons, but think this is sufficient for showing my point.)

Realistically, this is just an arbitrary number which might be assigned to an engine based on some very unrealistic factors which have nothing really to do with longevity. While having no proof, this is probably a ""real"" reason why manufacturers don't utilize this number.
",Pᴀᴜʟsᴛᴇʀ2,https://mechanics.stackexchange.com/users/4152,http://mechanics.stackexchange.com/questions/13224/what-is-meant-by-engine-life-factorelf-should-i-consider-it-while-buying-a-ve,CULTURE,mechanics.stackexchange.com,1.0,0.8888888888888888,0.3333333333333333,0.3333333333333333,1.0,0.0,0.7777777777777778,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,1.0,0.7777777777777778,1.0,1.0,0.9333333333333332,0.0,0.0,1.0,1.0
